Epoch,Loss,Train_Acc,Dev_Acc,Time,Is_Best
139,3.8765890710571798,35.4,31.59,1481,False
140,3.8757449794674184,35.39,31.45,1493,False
141,3.8754450317234874,35.5,31.64,1506,True
142,3.875527735892425,35.49,31.69,1520,True
143,3.875401062978602,35.45,31.65,1533,False
144,3.875300776595224,35.56,31.58,1546,False
145,3.8754863362563285,35.63,31.74,1559,True
146,3.8755621322304257,35.6,31.82,1573,True
147,3.8753239712226426,35.58,31.79,1587,False
148,3.875036817508391,35.59,31.75,1601,False
149,3.8739299899653385,35.68,31.77,1616,False
150,3.8741320975929745,35.63,31.63,1631,False
151,3.8740292738018933,35.64,31.74,1646,False
152,3.8743895209727195,35.67,31.81,1660,False
153,3.8741384946078146,35.71,31.85,1674,True
154,3.8740744300165995,35.8,31.94,1688,True
155,3.873191272122708,35.74,31.8,1703,False
156,3.8735422771062877,35.75,31.88,1717,False
157,3.8729384150201263,35.83,32.03,1730,True
158,3.8738609159422053,35.82,31.93,1739,False
159,3.8733632293764573,35.85,31.99,1746,False
160,3.872829097790071,35.84,32.03,1754,True
161,3.87253493417333,35.86,31.96,1765,False
162,3.8723785190370936,35.88,31.96,1780,False
163,3.8727860972491657,36.01,31.97,1795,False
164,3.872233193997201,36.02,32.09,1809,True
165,3.872153393119326,36.01,32.09,1823,False
166,3.8719595191881595,35.99,32.03,1836,False
167,3.871829093658363,36.11,32.03,1850,False
168,3.871533207615987,36.12,32.06,1863,False
169,3.8713090201824327,36.15,32.07,1877,False
170,3.8720520500331044,36.06,32.19,1890,True
171,3.8712154412203548,36.18,32.18,1904,False
172,3.8712519912508387,36.17,32.17,1918,False
173,3.8711041922054132,36.22,32.2,1932,True
174,3.871166459080915,36.19,32.21,1945,True
175,3.870875921275807,36.23,32.12,1959,False
176,3.871422045118591,36.18,32.27,1973,True
177,3.8709261529663594,36.13,32.12,1987,False
178,3.870752954747208,36.22,32.21,2000,False
179,3.870487057271096,36.26,32.35,2014,True
180,3.870340641845957,36.24,32.26,2027,False
181,3.8705358459018275,36.24,32.17,2041,False
182,3.8697200151691806,36.33,32.29,2054,False
183,3.8700369163893598,36.29,32.28,2068,False
184,3.869663651299939,36.31,32.2,2081,False
185,3.8695749272269886,36.29,32.15,2094,False
186,3.8706444683497634,36.23,32.27,2108,False
187,3.8698000452194847,36.35,32.22,2121,False
188,3.869085103190837,36.37,32.35,2134,False
189,3.868486251197033,36.43,32.31,2147,False
190,3.868915582958021,36.39,32.34,2161,False
191,3.869035151526538,36.49,32.49,2174,True
192,3.868861396557076,36.41,32.38,2188,False
193,3.8691068058859277,36.35,32.27,2201,False
194,3.868522449213382,36.43,32.33,2215,False
195,3.8695116459167567,36.45,32.27,2228,False
196,3.8687047931956453,36.45,32.3,2242,False
197,3.8680854041820747,36.56,32.39,2255,False
198,3.868660675191483,36.48,32.32,2269,False
199,3.868210399580134,36.52,32.38,2282,False
200,3.868295838628119,36.62,32.47,2295,False
