Epoch,Loss,Train_Acc,Dev_Acc,Time,Is_Best
1,4.037117648322827,21.56,21.66,12,True
2,3.958771869416382,26.11,26.03,23,True
3,3.9223472127623835,29.53,29.02,35,True
4,3.898039135576285,30.55,30.25,46,True
5,3.8825622225732355,32.7,32.13,58,True
6,3.8721188323319455,33.62,32.98,70,True
7,3.8658289988615504,33.86,33.09,82,True
8,3.8555454950253387,35.6,34.63,94,True
9,3.8422253897976018,36.5,35.38,106,True
10,3.835325038994448,36.89,35.75,118,True
11,3.831387727874798,37.45,36.24,130,True
12,3.8256810867225033,37.78,36.35,142,True
13,3.821852822052805,38.12,36.74,155,True
14,3.818523907595394,38.6,37.01,167,True
15,3.8156022497161275,38.99,37.31,180,True
16,3.8088189591331165,39.55,37.96,193,True
17,3.802085243764016,40.21,38.42,205,True
18,3.79954471020157,40.4,38.67,219,True
19,3.7978323001280385,40.57,38.68,234,True
20,3.795966569736724,41.1,38.83,249,True
21,3.793267669439976,41.24,39.09,263,True
22,3.7917875305767534,41.35,39.17,278,True
23,3.789992691737463,41.5,39.21,293,True
24,3.788332515145933,41.7,39.4,307,True
25,3.786649789836598,41.67,39.28,322,False
26,3.7858005620105777,41.62,39.31,338,False
27,3.7844349803026365,42.03,39.55,356,True
28,3.783339295030631,42.23,39.56,374,True
29,3.781803637000002,42.42,39.75,391,True
30,3.7802341605157403,42.59,39.91,409,True
31,3.7798951590160255,42.42,39.71,427,False
32,3.778130531311035,42.84,39.96,441,True
33,3.777045203047776,42.63,39.83,454,False
34,3.7763882403228424,42.65,39.89,466,False
35,3.7761164121020205,42.9,39.86,478,False
36,3.7754163233527187,42.99,40.06,489,True
37,3.7749777183638384,43.08,40.02,501,False
38,3.7736250673965075,43.19,40.1,513,True
39,3.773522172277984,43.33,40.24,525,True
40,3.772078959235194,43.39,40.03,537,False
41,3.7715288509622504,43.34,40.09,549,False
42,3.77013047117936,43.55,40.29,561,True
43,3.770279646580239,43.46,40.19,573,False
44,3.768604923153188,43.41,40.01,585,False
45,3.7684382533762926,43.79,40.34,596,True
46,3.7682468851517443,43.93,40.38,608,True
47,3.767038886236682,43.79,40.56,620,True
48,3.7666017408186048,43.93,40.42,632,False
49,3.7665669779368054,44.03,40.43,644,False
50,3.7661865365141978,43.88,40.42,656,False
51,3.7654861730221567,43.92,40.5,668,False
52,3.764361472671382,44.27,40.68,680,True
53,3.7633566829966707,44.22,40.53,692,False
54,3.7633601166204733,44.32,40.6,704,False
55,3.763232498618044,44.36,40.7,717,True
56,3.762637627752204,44.48,40.69,732,False
57,3.762399191341242,44.42,40.57,746,False
58,3.7618802089109975,44.17,40.44,761,False
59,3.7611992398787732,44.47,40.66,775,False
60,3.760709655582079,44.64,40.81,790,True
61,3.7603936307648214,44.46,40.82,804,True
62,3.7598665955984694,44.52,40.6,818,False
63,3.758957081554339,44.6,40.83,833,True
64,3.7594501093814245,44.84,40.66,847,False
65,3.7583719072579678,44.6,40.57,861,False
66,3.757642606618992,44.91,40.89,876,True
67,3.757158838150574,44.64,40.71,891,False
68,3.757711479868585,44.92,40.86,905,False
69,3.757661740865734,44.79,40.78,920,False
70,3.7574807336125677,44.93,40.92,934,True
71,3.756235965401182,45.01,41.02,948,True
72,3.7563363673614334,44.89,40.78,963,False
73,3.7556421201975394,44.76,40.76,977,False
74,3.7553375196589,45.0,40.88,992,False
75,3.7552031486648603,45.12,40.92,1006,False
76,3.7545404064358108,45.04,40.92,1021,False
77,3.7541707770646116,45.07,41.0,1036,False
78,3.7544669286035766,45.15,40.86,1050,False
79,3.753316257138662,45.37,41.17,1065,True
80,3.753413169998211,45.33,41.01,1079,False
81,3.7536282030829433,45.0,40.87,1094,False
82,3.7531841329590434,45.11,40.72,1108,False
83,3.752405341642385,45.46,41.19,1123,True
84,3.751732010590403,45.31,41.07,1137,False
85,3.7515705681903873,45.21,40.86,1152,False
86,3.751251039082324,45.45,41.03,1166,False
87,3.751310415215109,45.32,40.94,1181,False
88,3.7512303554450375,45.73,41.23,1195,True
89,3.751511259422408,45.52,41.12,1210,False
90,3.750072536706264,45.75,41.06,1224,False
91,3.7503236073206008,45.57,41.05,1238,False
92,3.7494145001070653,45.71,41.27,1253,True
93,3.7498346966719693,45.62,41.18,1268,False
94,3.748682992280025,45.77,41.23,1281,False
95,3.7488843595552312,45.82,41.29,1293,True
96,3.749152505827082,45.71,41.12,1305,False
97,3.748872824322814,45.77,41.08,1317,False
98,3.748512179567543,45.55,41.19,1329,False
99,3.7493288219800616,45.69,41.28,1341,False
100,3.7486234966077303,45.84,41.38,1353,True
101,3.747700651596788,45.51,41.09,1366,False
102,3.747965189228428,45.88,41.09,1378,False
103,3.746913377598052,45.65,41.03,1390,False
104,3.7474130164223034,45.87,41.24,1403,False
105,3.7476528014502697,45.96,41.27,1415,False
106,3.7468243741592873,45.93,41.42,1427,True
107,3.7473423949899436,45.99,41.33,1440,False
108,3.747053749343365,46.12,41.49,1452,True
109,3.7452220527088875,45.94,41.13,1465,False
110,3.746706150245138,46.01,41.25,1477,False
111,3.7460133785025893,45.77,41.28,1489,False
112,3.746183606726311,46.1,41.42,1502,False
113,3.745672737132149,46.08,41.33,1514,False
114,3.745334759973753,46.1,41.34,1528,False
115,3.745691310005505,46.28,41.38,1543,False
116,3.7448841376317836,46.17,41.49,1558,False
117,3.745404676717404,46.22,41.39,1572,False
118,3.744221859691546,46.15,41.48,1587,False
119,3.744597664830427,46.28,41.5,1602,True
120,3.744702812046886,46.14,41.37,1617,False
121,3.7450362995390747,45.99,41.18,1631,False
122,3.7447203229338837,46.12,41.4,1646,False
123,3.744297271289984,46.34,41.41,1661,False
124,3.744178790464956,46.35,41.59,1675,True
125,3.7435896238131536,46.13,41.51,1690,False
126,3.74301825996251,46.29,41.56,1705,False
127,3.7433396079203427,46.45,41.55,1719,False
128,3.742900887354589,46.45,41.53,1734,False
129,3.742632773444263,46.39,41.42,1749,False
130,3.7425428876586238,46.35,41.52,1763,False
131,3.7428478388905195,46.63,41.57,1778,False
132,3.742336972598554,46.45,41.66,1793,True
133,3.742714423552114,46.35,41.51,1807,False
134,3.742708854067689,46.33,41.39,1822,False
135,3.742382109000082,46.25,41.28,1837,False
136,3.7434267865653843,46.51,41.56,1851,False
137,3.7414328979323117,46.53,41.52,1866,False
138,3.740656996037491,46.57,41.37,1880,False
139,3.7414614837255504,46.36,41.48,1895,False
140,3.7414560958619263,46.43,41.42,1910,False
141,3.7413246083457716,46.57,41.53,1925,False
142,3.7410980360659867,46.54,41.6,1940,False
143,3.74131287564201,46.44,41.48,1954,False
144,3.740266836250918,46.51,41.59,1969,False
145,3.740832517021581,46.73,41.77,1983,True
146,3.740193289732999,46.32,41.64,1998,False
147,3.7408767862663375,46.56,41.45,2013,False
148,3.740185479378106,46.67,41.63,2027,False
149,3.740824450416248,46.72,41.55,2042,False
150,3.740584603967429,46.54,41.6,2057,False
151,3.73929678766351,46.81,41.73,2071,False
152,3.739897344911528,46.69,41.69,2086,False
153,3.739923380088278,46.47,41.65,2101,False
154,3.7408866248302513,46.66,41.84,2116,True
155,3.738628406603911,46.59,41.76,2130,False
156,3.7391419377683603,46.63,41.77,2145,False
157,3.739232915920564,46.65,41.62,2160,False
158,3.73887374526576,46.88,41.75,2175,False
159,3.738955123933068,46.78,41.59,2189,False
160,3.739326388551918,46.95,41.83,2204,False
161,3.7373917333967466,46.83,42.09,2218,True
162,3.735707463319942,46.99,42.14,2233,True
163,3.7342090751986095,47.39,42.18,2248,True
164,3.7347019702774005,47.33,42.25,2262,True
165,3.734634012396646,47.16,42.24,2277,False
166,3.7346075017036164,47.18,42.12,2292,False
167,3.7339138251592576,47.32,42.21,2306,False
168,3.734077627308811,47.16,42.16,2321,False
169,3.7334856035966952,47.47,42.38,2336,True
170,3.732382146935714,47.37,42.24,2351,False
171,3.7326295494703046,47.31,42.18,2365,False
172,3.731914756700933,47.52,42.48,2380,True
173,3.7320094617119786,47.36,42.32,2394,False
174,3.7329088049912387,47.45,42.35,2409,False
175,3.7321357740259566,47.68,42.47,2423,False
176,3.7323119316735096,47.54,42.3,2438,False
177,3.7311037801969746,47.2,42.23,2453,False
178,3.730977160118293,47.66,42.55,2468,True
179,3.730788844444085,47.58,42.3,2482,False
180,3.7308522869015004,47.4,42.3,2497,False
181,3.73025299307382,47.49,42.44,2512,False
182,3.730242309808071,47.62,42.39,2526,False
183,3.7305035201466317,47.31,42.33,2541,False
184,3.7308394189026215,47.61,42.4,2556,False
185,3.7305575434190743,47.74,42.44,2571,False
186,3.7304894871328678,47.42,42.29,2586,False
187,3.7309773219259164,47.91,42.53,2601,False
188,3.7292269458400904,47.77,42.39,2615,False
189,3.730134040034709,47.76,42.42,2630,False
190,3.730119101558696,47.71,42.39,2645,False
191,3.7291404758463935,47.52,42.37,2660,False
192,3.7296743723163974,47.61,42.44,2674,False
193,3.729626997686159,47.81,42.59,2689,True
194,3.7291028341097845,47.79,42.6,2704,True
195,3.728996101178621,47.67,42.4,2719,False
196,3.7293240191863846,47.76,42.42,2734,False
197,3.728925918277941,47.61,42.48,2749,False
198,3.7285720192494485,47.88,42.63,2763,True
199,3.7287526976038543,47.59,42.26,2779,False
200,3.7281035399502995,47.6,42.29,2794,False
