Epoch,Loss,Train_Acc,Dev_Acc,Time,Is_Best
125,4.018137163878804,16.81,14.66,735,True
126,4.018032504708727,16.83,14.68,741,True
127,4.018149246827015,16.82,14.64,746,False
128,4.017828415770557,16.82,14.68,751,False
129,4.018096914607517,16.85,14.56,757,False
130,4.017937548252759,16.85,14.77,771,True
131,4.017680180006923,16.82,14.64,776,False
132,4.017899032455782,16.83,14.63,781,False
133,4.0193902853444134,16.73,14.57,786,False
134,4.018601051351642,16.78,14.62,791,False
135,4.018051690159582,16.78,14.58,797,False
136,4.018311334578372,16.86,14.64,802,False
137,4.017644023368372,16.84,14.71,807,False
138,4.017852538198397,16.79,14.66,812,False
139,4.018379150833214,16.85,14.72,817,False
140,4.0175722435693055,16.91,14.64,822,False
141,4.017367683062896,16.86,14.7,827,False
142,4.017401174945726,16.92,14.74,832,False
143,4.016908913027516,16.9,14.72,837,False
144,4.0167001545099925,16.96,14.76,842,False
145,4.016462885872436,16.99,14.77,847,False
146,4.016358390038843,17.0,14.74,852,False
147,4.016508328980504,17.03,14.74,857,False
148,4.016460118372796,17.02,14.78,862,True
149,4.016781215509657,16.9,14.73,868,False
150,4.017429607349206,16.98,14.75,873,False
151,4.016685205269914,16.93,14.66,878,False
152,4.016649194843861,16.99,14.77,883,False
153,4.016291863351896,17.02,14.83,888,True
154,4.0161402752386275,17.08,14.87,893,True
155,4.015772862987624,17.08,14.82,898,False
156,4.016195605472965,17.02,14.83,903,False
157,4.015898871816983,17.05,14.86,908,False
158,4.015766259715043,17.06,14.85,913,False
159,4.018661970591677,16.95,14.82,918,False
160,4.016477587473327,17.05,14.82,923,False
161,4.016158492525638,17.01,14.86,929,False
162,4.0162555934315884,17.0,14.82,934,False
163,4.01740209042038,16.95,14.83,939,False
164,4.015893522547095,17.03,14.85,944,False
165,4.015806736867072,17.06,14.78,949,False
166,4.0157540700712255,17.05,14.84,955,False
167,4.015407770378155,17.09,14.85,960,False
168,4.015291432649391,17.07,14.76,965,False
169,4.0155803814777355,17.06,14.84,970,False
170,4.015600744531958,17.1,14.82,975,False
171,4.015065069356676,17.14,14.86,980,False
172,4.014785417535687,17.1,14.91,985,True
173,4.01507812178596,17.12,14.84,990,False
174,4.014611482620239,17.14,14.9,995,False
175,4.014880618996383,17.09,14.82,1000,False
176,4.014572212050633,17.11,14.89,1005,False
177,4.014754070102839,17.16,14.92,1010,True
178,4.014503702932958,17.12,14.88,1031,False
179,4.014895362748626,17.04,14.84,1049,False
180,4.014937847358746,17.15,14.9,1055,False
181,4.015032882848497,17.1,14.79,1060,False
182,4.0148023913578434,17.11,14.8,1065,False
183,4.014699324718497,17.2,14.79,1070,False
184,4.014408078641523,17.18,14.83,1076,False
185,4.014499896139071,17.23,14.91,1081,False
186,4.014123575463479,17.19,14.92,1086,True
187,4.014634925357544,17.1,14.85,1092,False
188,4.014609743877011,17.12,14.95,1097,True
189,4.014764353715254,17.16,14.97,1103,True
190,4.015090069059509,17.18,14.95,1108,False
191,4.014459220085355,17.2,14.93,1113,False
192,4.014658109917825,17.13,14.91,1119,False
193,4.0144569873809814,17.21,14.87,1124,False
194,4.01398547973422,17.22,14.98,1129,True
195,4.014664356221152,17.14,14.93,1135,False
196,4.016256227019084,17.1,14.87,1140,False
197,4.015521610639372,17.16,14.93,1145,False
198,4.015469769746559,17.17,14.95,1150,False
199,4.014870382804238,17.17,14.93,1156,False
200,4.0140202967501475,17.2,14.9,1161,False
